facility_id,name,district,state,pin_code,latitude,longitude,raw_notes,has_icu,has_ot,has_nicu,has_dialysis,has_oncology,has_blood_bank,has_oxygen_supply,is_24_7,has_anesthesiologist,has_surgeon,doctor_count,uses_parttime_doctors,equipment_mentioned,specialties_mentioned,data_staleness_years,trust_score,trust_level,contradictions,trust_reasoning
1966,Centre for Dentistry,New Delhi,Delhi,110070,28.52714157,77.14824677,"centre for dentistry, delhi, led by dr. pankaj dhawan with over 24 years of experience, offers exceptional dental care with a commitment to excellence. from routine check-ups to advanced treatments, we provide personalized solutions for a healthy, confident smile. trust us for expert care and compassionate service. dentistry digital radiography system for dental imaging led by dr. pankaj dhawan, prosthodontist and oral implantologist with over 24 years of experience offers cosmetic dentistry, dental implants, and prosthodontic rehabilitation services offers diagnostic care packages including consultation, comprehensive oral check-up, basic cleaning and polishing, personalized treatment advice, and preventive care tips offers orthodontic services specializes in prosthodontics, oral implantology, dental rehabilitation, digital radiography, and laser dentistry provides routine dental check-ups and advanced dental treatments dental implant placement and restoration cosmetic dentistry services orthodontic services flapless implant surgical placement root canal treatment laser dentistry procedures teeth whitening",False,False,False,False,False,False,False,False,False,False,,False,['Digital radiography system for dental imaging'],['dentistry'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1967,Centre for Diabetes,Saket,Delhi,110017,28.52873802,77.21949768,run by senior doctors with more than 30 years of experience familymedicine endocrinologyanddiabetesandmetabolism  centre for diabetes is run by senior doctors with more than 30 years of experience. ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'endocrinologyAndDiabetesAndMetabolism']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1968,"Centre for Diabetes Care, Greater Noida",Greater Noida,Uttar Pradesh,201308,28.47104454,77.51147461,"comprehensive diabetes care. from diagnosis to long-term management, we provide complete care for patients with type 1 and type 2 diabetes, ensuring personalized treatment plans for better health outcomes. pediatrics infectiousdiseases preventivemedicine podiatry ophthalmology hematology familymedicine pulmonology internalmedicine geriatricsinternalmedicine chronicdiseasepreventionandlifestylemedicine psychiatry endocrinologyanddiabetesandmetabolism in-house glucometer beto for blood glucose monitoring standard of care for diabetes based on national and international guidelines located in greater noida, uttar pradesh, india diabetology clinic offering comprehensive diabetes care centre for diabetes care is listed as an affiliated center in a 2025 prim care diabetes article emphasizes compassionate and empathetic patient care in diabetes management centre for diabetes care is a participating center in a multicenter study on continuous glucose monitoring in indian people living with type 2 diabetes centre for diabetes care is located in greater noida, uttar pradesh, india diabetes care team collaborates to achieve care goals integrated diabetes care with ongoing education and support uses technology to enhance diabetes care centre for diabetes care, greater noida, uttar pradesh, india is listed as an affiliation in a 2025 consensus development conference article on primary prevention of diabetes. provides comprehensive and integrated diabetes care is a medical center offers thyroid disorder treatment offers hypertension treatment offers geriatric medicine offers treatment for type 2 diabetes mellitus offers anemia treatment offers obesity treatment offers chronic obstructive pulmonary disease (copd) treatment offers fever treatment offers bronchial asthma treatment offers infectious disease treatment",False,False,False,False,False,False,False,False,False,False,,False,['In-house glucometer BETO for blood glucose monitoring'],"['pediatrics', 'infectiousDiseases', 'preventiveMedicine', 'podiatry', 'ophthalmology', 'hematology', 'familyMedicine', 'pulmonology', 'internalMedicine', 'geriatricsInternalMedicine', 'chronicDiseasePreventionAndLifestyleMedicine', 'psychiatry', 'endocrinologyAndDiabetesAndMetabolism']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1969,Centre For Ear Nose Throat Allergy Head & Neck Surgery,Rohini,Delhi,110085,28.72995567,77.11254883,centre for ear nose throat allergy head & neck surgery (centas) – dedicated to providing advanced treatment for all ear nose throat allergy head & neck conditions. familymedicine allergyandimmunology headandnecksurgeryotolaryngology   ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'allergyAndImmunology', 'headAndNeckSurgeryOtolaryngology']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1970,Centre for Endocrine Diseases Diabetes,Ahmedabad,Gujarat,380015,23.0460434,72.53387451,"centre of excellence for hormonal problems and diabetes. people suffering from thyroid, obesity, ost internalmedicine reproductiveendocrinologyandinfertility familymedicine endocrinologyanddiabetesandmetabolism  offers diabetes clinic services has website diaplusclinic.com centre of excellence for hormonal problems and diabetes provides care for obesity offers reproductive endocrinology clinic services offers thyroid clinic services based in ahmedabad, gujarat, india offers endocrinology clinic services offers hormone clinic services provides care for thyroid disorders ",False,False,False,False,False,False,False,False,False,False,,False,[],"['internalMedicine', 'reproductiveEndocrinologyAndInfertility', 'familyMedicine', 'endocrinologyAndDiabetesAndMetabolism']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1971,"Centre for Excellence in Esthetics & Dentistry, CEED",Jaipur,Rajasthan,302001,26.9099617,75.80769348,centre for excellence in esthetics & dentistry (ceed) is an academic centre for higher education dentistry  established in 2013 ,False,False,False,False,False,False,False,False,False,False,,False,[],['dentistry'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1972,Centre For Eye Care,Ludhiana,Punjab,141015,30.9263401,75.86433411,"centre for eye care is a clinic in ludhiana offering ophthalmic services, including ophthalmic surgical consultation. familymedicine  based in ludhiana, punjab operates as an ophthalmology clinic has 12 years in healthcare ophthalmic surgical consultation",False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1973,Centre for Lasik Delhi,Delhi,Delhi,110004,28.61431885,77.2087326,"centre for lasik delhi is a joint effort by a leading lasik laser eye centres in delhi, offering most reasonable rates, without compromising on quality of treatment. our super specialty eye hospital use latest lasik technology approved by fda for vision correction. ophthalmology refractivesurgeryophthalmology familymedicine internalmedicine corneaophthalmology blade-free flap creation technology hd contoura vision laser femtosecond laser used for flap creation (blade-free flap) including intralase relex smile bladeless, flapless laser system. femtosecond (intralase) laser used to create ultra-thin corneal flaps hd contoura vision and topoguided lasik platforms referenced in treatment planning femtosecond laser system for bladeless flap creation (blade-free lasik). asa laser platform for flapless refractive corrections. topoguided hd contoura vision laser for corneal mapping and correction. topography-guided contoura vision system delivers multiple lasik treatment plans including contoura vision, topoguided, idesign, and asa provides 24/7 service. operates as centre for lasik with online resources and locations fda-approved lasik technology joint effort by lasik laser eye centre in delhi. offers 24/7 lasik information and counselling services provides patient education content and cost information for lasik centre for lasik delhi operates as a center offering lasik eye surgery in delhi offers 24/7 service centre for lasik uses fda-approved lasik technology. located in delhi, india. advanced surface ablation (asa) – bladeless, flapless laser correction customized wavefront lasik epi contoura lasik trans prk relex smile (bladeless, flapless) eye surgery offers contoura vision lasik surgery (hd contoura vision). offers customized wavefront lasik. offers relex smile (bladeless, flapless) eye surgery. offers advanced aspheric lasik. blade free lasik surgery (femtosecond bladeless flap creation) epi lasik relex smile (bladeless, flapless) eye surgery offers blade free lasik surgery. advanced aspheric lasik contoura vision lasik surgery offers trans prk / epi contoura (blade-free) options. customized wavefront lasik sbk thin flap lasik 100% blade free lasik using femtosecond laser to create ultra-thin flap (80 microns) advanced surface ablation (asa) advanced aspheric lasik using advanced wavefront technology sbk thin flap lasik with ultra-thin flap of 90 microns (30% corneal tissue saving) offers advanced surface ablation (asa). offers sbk thin flap lasik. contoura vision lasik surgery (topography-guided) using hd contoura vision with mapping of 22,000 corneal points",False,False,False,False,False,False,False,True,False,False,,False,"['Blade-free flap creation technology', 'HD Contoura Vision Laser', 'Femtosecond laser used for flap creation (blade-free flap) including Intralase', 'ReLEx SMILE bladeless, flapless laser system.', 'Femtosecond (IntraLase) laser used to create ultra-thin corneal flaps', 'HD Contoura Vision and Topoguided LASIK platforms referenced in treatment planning', 'Femtosecond laser system for bladeless flap creation (blade-free LASIK).', 'ASA laser platform for flapless refractive corrections.', 'Topoguided HD Contoura Vision laser for corneal mapping and correction.', 'Topography-guided Contoura Vision system']","['ophthalmology', 'refractiveSurgeryOphthalmology', 'familyMedicine', 'internalMedicine', 'corneaOphthalmology']",,4.0,LOW,['Claims 24/7 but fewer than 2 doctors listed'],Score 4.0/10. Issues: Claims 24/7 but fewer than 2 doctors listed
1974,Centre for Neuro Spinal Injury,Mathura,Uttar Pradesh,281001,27.49361038,77.65513611,"dr. pankaj gupta centre for neuro spinal injury is located in arya samaj road, mathura. criticalcaremedicine spinalcordinjurymedicine neurology spineneurosurgery familymedicine   performs pedicle screw fixation performs trauma surgeries performs tlif performs minimally invasive spine surgeries performs cervical plating performs microdiscectomies",False,False,False,False,False,False,False,False,False,False,,False,[],"['criticalCareMedicine', 'spinalCordInjuryMedicine', 'neurology', 'spineNeurosurgery', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1975,Centre For Oral Maxillofacial And Hair Transplant Surgery Hyderabad Lcf,Hyderabad,Telangana,500034,17.40821075,78.45044708,"centre for oral, maxillofacial & hair transplant surgery is an oral maxillofacial prosthetic clinic in banjara hills, hyderabad. the clinic is visited by oral and maxillofacial surgeon like dr. aseema pati and dr. benaaz m asudaria. oculoplasticsandreconstructiveorbitalsurgery dermatology familymedicine craniofacialandcleftoralmaxillofacialsurgery reconstructiveplasticsurgery orthodontics transplantsurgery prosthodontics cosmeticmaxillofacialsurgery periodontics oralandmaxillofacialsurgery dentistry  provides post-operative care multi-speciality clinic located in banjara hills, hyderabad oral and maxillofacial surgery and hair transplant services offers orthodontic treatment and dental alignment offers hair restoration and dental implant services offers dental, skin, and hair treatment services has two doctors: dr. aseema pati (oral and maxillofacial surgeon) and dr. benaaz m asudaria (orthodontist) located in hyderabad offers hair transplant surgery fut hair transplant provides hair restoration dental implant fixing performs non-surgical blepharoplasty temporomandibular joint disorder treatment performs teeth alignment offers smile enhancement plasma therapy performs hair transplant surgery performs occlusion correction offers facial profile improvement gum disease treatment/surgery performs arch alignment hair restoration performs hair transplant procedures using painless techniques performs jaw orthopedics offers oral maxillofacial surgery surgical scar treatment offers orthodontic treatment performs fut hair transplant non surgical blepharoplasty performs bite correction performs dental implant fixing offers plasma therapy",False,False,False,False,False,False,False,False,False,True,2.0,False,[],"['oculoplasticsAndReconstructiveOrbitalSurgery', 'dermatology', 'familyMedicine', 'craniofacialAndCleftOralMaxillofacialSurgery', 'reconstructivePlasticSurgery', 'orthodontics', 'transplantSurgery', 'prosthodontics', 'cosmeticMaxillofacialSurgery', 'periodontics', 'oralAndMaxillofacialSurgery', 'dentistry']",,6.0,MEDIUM,[],Score 6.0/10. Issues: None
1976,"Centre for Prosthetics & Orthotics - Kottayam, India",Kottayam,Kerala,686006,9.604698181,76.53282166,"centre for prosthetics & orthotics is in kottayam, india. familymedicine amputeeandprostheticsandorthoticsrehabilitation   ",False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'amputeeAndProstheticsAndOrthoticsRehabilitation']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1977,Centre for Skin Care,Bangalore,Karnataka,560043,13.03048229,77.6582489,"centre for skin care is a dedicated clinic for all skin, hair and nail related diseases. we also offer online dermatology consultations, so that you can avail expert guidance at the convenience of your home. familymedicine dermatology   ",False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'dermatology']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1978,Centre Of Advance Dental Care,Ghaziabad,Uttar Pradesh,201014,28.6394825,77.37303162,"centre for advanced dental care located in indirapuram, ghaziabad, uttar pradesh, india. familymedicine orthodontics periodontics dentoalveolarsurgery dentistry aestheticdentistry  has three clinic locations in ghaziabad, uttar pradesh, india: vasundhara, vaishali, indirapuram offers dental implant fixing provides dental x-ray imaging offers orthodontic treatment offers cosmetic/aesthetic dentistry offers periodontal surgery offers ceramic crowns and bridges fixing offers tooth whitening offers a wide variety of dental treatments outpatient dental clinic ceramic crowns and bridges fixing periodontal surgery denture tooth whitening system ultrasonic scaling orthodontic treatment dental implant fixing dental x-ray cosmetic/aesthetic dentistry",False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'orthodontics', 'periodontics', 'dentoalveolarSurgery', 'dentistry', 'aestheticDentistry']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1979,Centre of Homeopathy - Jayanagar,Bengaluru,Karnataka,560063,12.92260075,77.59715271,"centre of homeopathy is a homeopathy clinic offering consultations in jayanagar and hsr layout, bengaluru, with online consultations and same-day bengaluru medication delivery; run by dr. preeti tavarkhed and dr. karagada sandeep. reproductiveendocrinologyandinfertility infectiousdiseases andrologyandmalefertility dermatology colorectalsurgery pulmonology familymedicine rheumatology gastroenterology gynecologyandobstetrics internalmedicine nephrology chronicdiseasepreventionandlifestylemedicine physicalmedicineandrehabilitation psychiatry headachemedicine allergyandimmunology endocrinologyanddiabetesandmetabolism  doctors are trained in classical homeopathy from the international academy of classical homeopathy, greece. outpatient clinic offering consultations (in-person and online). same-day home delivery of medications within bengaluru; courier delivery to other cities. practice uses minimal medications for long-term health. medication can be delivered on the same day within bengaluru and by courier to other cities practices classical homeopathy with minimal medications staffed by two qualified homeopathy doctors: dr. preeti tavarkhed and dr. karagada sandeep. treats allergies, thyroid disorders, migraines, gastric complaints, skin conditions, and various chronic conditions. online consultations are available for patients in bangalore, rest of india, and other parts of the world. outpatient homeopathy clinic treats allergies, thyroid disorders, migraines, gastric complaints, skin conditions, and chronic conditions including acne, eczema, psoriasis, arthritis, back pain, hypertension, diabetes, infertility, hormonal imbalance, asthma, and more clinic is run by dr. karagada sandeep and dr. preeti tavarkhed offers online consultations to patients in bangalore, rest of india, and other parts of the world provides in-person homeopathy consultations at jayanagar and hsr layout. provides homeopathy consultations in jayanagar and hsr layout, bangalore provides online homeopathy consultations. delivers medications with same-day delivery in bengaluru. delivers medications by courier to other cities. offers online homeopathy consultations",False,False,False,False,False,False,False,False,False,False,2.0,False,[],"['reproductiveEndocrinologyAndInfertility', 'infectiousDiseases', 'andrologyAndMaleFertility', 'dermatology', 'colorectalSurgery', 'pulmonology', 'familyMedicine', 'rheumatology', 'gastroenterology', 'gynecologyAndObstetrics', 'internalMedicine', 'nephrology', 'chronicDiseasePreventionAndLifestyleMedicine', 'physicalMedicineAndRehabilitation', 'psychiatry', 'headacheMedicine', 'allergyAndImmunology', 'endocrinologyAndDiabetesAndMetabolism']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1980,Centurion Ayurveda Wellness Center,Bhubaneswar,Odisha,751013,20.29978752,85.82387543,"listed as a recently connected ayurvedic health centre in bhubaneswar on the sulekha page for ayurvedic health centres in bhubaneswar. familymedicine internalmedicine  centurion ayurveda wellness center is an ayurvedic health centre located in jayadev vihar, bhubaneswar ",False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1981,Ceragem Panchkula,Panchkula,Haryana,134117,30.68868446,76.85166931,physiotherapist specializing in transforming lives through innovative healthcare solutions and services. physicalmedicineandrehabilitation internalmedicine  operates 24/7 ,False,False,False,False,False,False,False,True,False,False,,False,[],"['physicalMedicineAndRehabilitation', 'internalMedicine']",,4.0,LOW,['Claims 24/7 but fewer than 2 doctors listed'],Score 4.0/10. Issues: Claims 24/7 but fewer than 2 doctors listed
1982,Ceramic Dental Craft,Hyderabad,Telangana,500003,17.44519424,78.47705078,nan dentistry familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],"['dentistry', 'familyMedicine']",2018-06-28,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1983,Cezanne Dental Clinic,Jaipur,Rajasthan,303007,26.81516457,75.78929138,"cezanne dental & aesthetic clinic offers expert care in dental, skin, and hair treatments. we combine advanced technology with personalized service to enhance your health and confidence. dermatology cosmeticdermatology familymedicine proceduraldermatology implant dentistry orthodontics cosmeticdentistry endodontics dentistry aestheticdentistry tooth shade guide used for color matching (visible in image) has 5k+ thriving smiles provides 24/7 appointment scheduling uses advanced technology in treatment medical & health page on facebook specializes in dental, skin, and hair care has 17+ years of expertise has 500+ glowing testimonials offers advanced dental, skin, and hair treatments offers dental care and aesthetic skin and hair treatments offers a wide range of skin care services including chemical peels, prp, hydrafacial, lasers, tattoos and hair removal offers appointment booking for consultations skin and hair treatments such as chemical peels, tattoo removal, prp facials, laser hair reduction, hydrafacial, and related procedures offers dental and aesthetic (skin and hair) treatments provides cosmetic dentistry dental and aesthetic clinic located in jaipur, rajasthan, india wide range of dental procedures including implants, extractions, root canals, orthodontics, invisalign, crowns, bridges, and cosmetic dentistry provides hair treatment services including prp, hair transplantation, and hair grafting dental extraction procedure tca peel medical facial dental scaling prp facial wart removal procedure growth factor concentrate for hair smile design dental implants orthodontic treatment gfc for hair loss skin rejuvenation with prp prp therapy for skin rejuvenation gfc hair treatment provides hydrafacials hydrafacial benefits prp scalp treatment permanent hair removal prp facial benefits remove tattoo with laser dental implants hydrafacial procedure hair regeneration with gfc tattoo removal with laser deep cleansing facial carbon laser peel prp for hair loss prp therapy for face charcoal facial treatment skin tag removal hair prp therapy single tooth implant endodontic treatment tattoo fading wart removal dental veneers scaling and polishing braces for teeth remove skin warts tooth crowns teeth straightening chemical peel treatment wisdom tooth removal skin prp facial provides laser hair removal follicular unit transplant facial chemical peel laser carbon facial dental implant surgery clinical facial dental prophylaxis platelet-rich plasma for hair hair removal laser root canal procedure carbon peel glycolic acid peel professional teeth cleaning provides smile makeovers skin tag removal treatment hair restoration skin rejuvenation facial professional facial treatment tattoo removal procedure smile makeover skin peeling prp hair treatment hollywood peel vampire facelift implant dentistry offers painless root canals hydrafacial treatment hair grafting laser epilation laser tattoo removal fue hair transplant invisalign laser hair reduction dental bridges orthodontic care tooth extraction porcelain crowns dental crowns medi facial benefits platelet-rich plasma facial teeth cleaning tooth removal surgery cosmetic dentistry hair transplant surgery tattoo removal treatment dental extraction tooth implants aesthetic dentistry painless root canal prp skin treatment",True,False,False,False,False,False,False,True,False,False,,False,['Tooth shade guide used for color matching (visible in image)'],"['dermatology', 'cosmeticDermatology', 'familyMedicine', 'proceduralDermatology', 'implant dentistry', 'orthodontics', 'cosmeticDentistry', 'endodontics', 'dentistry', 'aestheticDentistry']",,4.0,LOW,"['Claims ICU but no oxygen supply mentioned', 'Claims 24/7 but fewer than 2 doctors listed']",Score 4.0/10. Issues: Claims ICU but no oxygen supply mentioned; Claims 24/7 but fewer than 2 doctors listed
1984,Cg Multi Specialty Hospital,Raipur,Chhattisgarh,492001,21.23796463,81.63787842,"cg hospital and chhsttisgarh dental clinic criticalcaremedicine neurology ophthalmology internalmedicine orthopedicsurgery generalsurgery dentistry  [""offers treatments for different age groups"",""provides services in orthopedics, neurology, general medicine and surgery"",""hospital and dental clinic named 'cg hospital and chhsttisgarh dental clinic' located in raipur, chhattisgarh, india"",""always open"",""provides 24/7 emergency services"",""future generali cashless network hospital in raipur"",""cg hospital is listed among the 46 star health network hospitals in raipur"",""cg multispecialty hospital is described as among the best multispecialty hospitals in raipur, india"",""cg hospital is a star health network hospital located in raipur, chhattisgarh"",""provides treatment packages across a wide range of specialties""] ",False,False,False,False,False,False,False,True,False,False,,False,[],"['criticalCareMedicine', 'neurology', 'ophthalmology', 'internalMedicine', 'orthopedicSurgery', 'generalSurgery', 'dentistry']",2023-02-13,4.0,LOW,['Claims 24/7 but fewer than 2 doctors listed'],Score 4.0/10. Issues: Claims 24/7 but fewer than 2 doctors listed
1985,CGHS Dispensary,Bengaluru,Karnataka,560032,12.96043873,77.64015198,dispensary of the central government health scheme (cghs) familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1986,Chabildass Memorial Hospital Balsamand.Hisar,Hisar,Haryana,nan,29.0967083,75.46510315,"chabildass memorial hospital balsamand.hisar is a hospital located in balsamand, hisar, haryana, india. internalmedicine   ",False,False,False,False,False,False,False,False,False,False,,False,[],['internalMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1987,Chabra Clinic,Hanumangarh,Rajasthan,335512,29.60982895,74.29417419,nan familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1988,Chackalayil Ayurveda Hospital,Kozhencherry,Pathanamthitta,689641,9.337509155,76.7097168,"with an illustrious history in the traditional ayurveda-sidha-marma field, we, chackalayil at kozhencherry stands tall as a torchbearer in traditional marma treatment and ayurveda. one of our great ancestor, sri. neelakandan vaidyar was talented enough to get felicitated with the 'panicker' title from his highness sri moolam thirunaal ramavarma, the maharaja of travancore, which presents a strong testimony to our glorious past. 
walking in the footsteps of our forefathers, we, at chakalayil has perfected effective long term treatment methodologies through ayurveda and marma science for a wide variety of disorders and diseases. ajithkumar, our present chief physician is enriched with vast medical knowledge and experience, gained through the ancient palm leaf manusripts; his asset and strength, which is passed to him by his previous generations. further, backed by a team of experienced doctors and therapists, we help our patients to recover from diseases and return to their normal lives. 
chintharmani marma shastra 
a unique system of marma treatment believed to have been originated in ancient tamil nadu, developed by the chintarmani sages, it was the treatment methodology taught and followed in traditional martial art forms of kerala such as the kalaripayattu. as the warriors and soldiers of the ancient kingdoms used to frequently fight in battles, the demand for a treatment system that produced quick and at the same time efficient results was deemed paramount. henceforth into the martial art form was inducted chintharmani marma shastra. spineneurosurgery gynecologyandobstetrics internalmedicine  specializes in ayurveda-sidha-marma therapies family-owned ayurveda hospital provides chintharmani marma shastra marma treatment practices traditional ayurveda-sidha-marma treatment led by chief physician ajithkumar offers marmam therapy as a primary treatment modality located in kerala, india has historical association with neelakandan vaidyar who was awarded the panicker title by the maharaja of travancore has website marmacare.com specializes in chintharmani marma shastra marma treatment offers traditional ayurveda and marma therapy practices ayurveda-sidha-marma therapies provides marmam therapy for chronic neck pain and back pain",False,False,False,False,False,False,False,False,False,False,,False,[],"['spineNeurosurgery', 'gynecologyAndObstetrics', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1989,Chadha Homeopathic Centre,Saharanpur,Uttar Pradesh,247001,29.95023346,77.54712677,homeopathic clinic familymedicine  mappls pin: 339dtb digipin: cpl-8t9-l876 operates as a homeopathic clinic ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1990,Chadha Medical Hall,Jalandhar,Punjab,144023,31.31216621,75.63452148,medical laboratory pathology internalmedicine  facebook page is unofficial categorized as a medical laboratory on facebook page created on 22 november 2019 ,False,False,False,False,False,False,False,False,False,False,,False,[],"['pathology', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1991,Chahak General Hospital,Bhopal,Madhya Pradesh,462001,23.25460815,77.40003204,"chahak general hospital is a 30-bed multispecialty hospital in bhopal, madhya pradesh, operational since january 2021, specializing in gynecology, pediatrics and dental; provides outpatient, day care and inpatient services. delivery packages start from inr 6,990 for normal delivery and inr 14,990 for c-section. internalmedicine   ",False,False,False,False,False,False,False,False,False,False,,False,[],['internalMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1992,Chahar Multispeciality Hospital,Agra,Uttar Pradesh,282001,27.16913795,77.98403931,"chahar multispeciality hospital is a hospital located in agra, uttar pradesh, india. pediatrics internalmedicine   ",False,False,False,False,False,False,False,False,False,False,,False,[],"['pediatrics', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1993,Chairside Clinical and Education,Mumbai,Maharashtra,400053,19.12739563,72.83508301,nan familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1994,Chaitanya Dental Poly Clinic & Homeopathy Clinic Ada Naini Prayagraj,Naini,Uttar Pradesh,211008,25.39978981,81.87744141,"dental polyclinic and homeopathy clinic in ada naini prayagraj. oralandmaxillofacialsurgery endodontics familymedicine dentistry  has 8 years of healthcare experience operates as a dental poly clinic and homeopathy clinic located in naini, allahabad (prayagraj), uttar pradesh provides dental and homeopathy outpatient services located in naini, prayagraj, uttar pradesh operates a dental clinic and homeopathy clinic ",False,False,False,False,False,False,False,False,False,False,,False,[],"['oralAndMaxillofacialSurgery', 'endodontics', 'familyMedicine', 'dentistry']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1995,Chaitanya Homeopathy Centre,Ahmedabad,Gujarat,380015,23.02451515,72.53103638,renowned multi-specialty clinic offering allergy/immunology services with expert homoeopath consultation available. pediatrics familymedicine allergyandimmunology dermatology  has 11 years of experience in healthcare has 11 years in healthcare dr. hardik purohit is the practitioner at chaitanya homeopathy centre renowned multi-specialty clinic offering allergy/immunology services expert homeopathic consultation available provides homeopathic consultation services at chaitanya homeopathy centre treats skin disorders provides homeopathic consultations and treatments requires prior appointment before visit,False,False,False,False,False,False,False,False,False,False,,False,[],"['pediatrics', 'familyMedicine', 'allergyAndImmunology', 'dermatology']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1996,Chaitanya Homeopathy Clinic,Indore,Madhya Pradesh,452001,22.70350075,75.87225342,"consulting homeopath and counsellor. associated with dr dheeraj patidar. familymedicine  dr dheeraj patidar, b.h.m.s ccph(mumbai), is the consulting homeopath and counsellor at chaitanya homeopathy clinic offers homeopathy consultation and counselling services located in indore, madhya pradesh, india ",False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1997,Chaitanya Hospital,Lucknow,Uttar Pradesh,226016,26.87704468,80.99703217,"the hospital has a well-equipped nicu and picu with helpful staff members. pediatrics pediatriccriticalcaremedicine maternalandchildhealth neonatologyperinatalmedicine gynecologyandobstetrics internalmedicine pediatricemergencymedicine generalsurgery emergencymedicine  obstetrics and gynecology general medicine has pediatricians such as dr nyay bhai gupta general surgery located in lucknow, uttar pradesh emergency care services provides pediatrics emergency has nicu has been in healthcare for 4 years provides pediatrics opd provides gynecology opd pediatricians on staff including dr. rajeev gupta and dr. dhruv singh has modern medical equipment nicu and picu units on site has picu year of establishment is 2021 pediatrics described as a leading multi-specialty hospital ",True,False,True,False,False,False,False,False,False,False,,False,[],"['pediatrics', 'pediatricCriticalCareMedicine', 'maternalAndChildHealth', 'neonatologyPerinatalMedicine', 'gynecologyAndObstetrics', 'internalMedicine', 'pediatricEmergencyMedicine', 'generalSurgery', 'emergencyMedicine']",2024-07-18,3.5,LOW,"['Claims ICU but no oxygen supply mentioned', 'Claims NICU but no neonatologist found']",Score 3.5/10. Issues: Claims ICU but no oxygen supply mentioned; Claims NICU but no neonatologist found
1998,Chaitanya Hospital and Sonography Centre,Harvale,Goa,403505,15.55653858,74.02309418,"chaitanya hospital and sonography centre is a highly qualified gynecologist providing comprehensive women's healthcare services. expert care in obstetrics, gynecology, and women's health with a focus on patient comfort and advanced medical care. internalmedicine gynecologyandobstetrics radiology ultrasound imaging equipment for sonography [""outpatient gynecology and obstetrics clinic"",""offers comprehensive women's health services"",""specializes in obstetrics, gynecology, and women's health""] offers routine gynecological check-ups provides ultrasound imaging (usg) services for obstetrics and gynecology provides pregnancy care provides family planning services",False,False,False,False,False,False,False,False,False,False,,False,['Ultrasound imaging equipment for sonography'],"['internalMedicine', 'gynecologyAndObstetrics', 'radiology']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
1999,Chaitanya Maternity Home & Trauma Centre,Dehradun,Uttarakhand,248001,30.30559349,78.00190735,maternity hospital and trauma centre criticalcaremedicine obstetricsandmaternitycare gynecologyandobstetrics internalmedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],"['criticalCareMedicine', 'obstetricsAndMaternityCare', 'gynecologyAndObstetrics', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
